CoC Number,CoC Name,Overall.Total,Children & Youth Under 18,Youth 18 to 24,Youth & People 25 to 34,People 35 to 44,People 45 to 54,People 55 to 64,People Over 64,Women,Men,Transgender,Nonbinary,Gender Questioning,Non-Latino & Non-Hispanic,Latino,White,Black,Asian,Indigenous,Native Hawiian or Pacific Islander,Multiracial,Emergency Shelter,Transitional Housing Shelter,Safe Haven,In Shelter,Unsheltered,Year
NV-500,Las Vegas/Clark County CoC,7509,1240,1475,NA,NA,NA,NA,NA,2443,5064,2,NA,NA,6211,1298,3625,3105,225,136,67,351,2719,859,15,3593,3916,2015
NV-501,"Reno, Sparks/Washoe County CoC",907,101,80,NA,NA,NA,NA,NA,266,638,3,NA,NA,809,98,697,107,10,31,4,58,454,340,0,794,113,2015
NV-502,Nevada Balance of State CoC,327,54,18,NA,NA,NA,NA,NA,128,199,0,NA,NA,309,18,283,1,0,20,2,21,78,63,0,141,186,2015
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",762,239,160,NA,NA,NA,NA,NA,364,396,2,NA,NA,591,171,281,445,1,1,7,27,499,215,13,727,35,2015
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",648,186,107,NA,NA,NA,NA,NA,270,378,0,NA,NA,613,35,549,98,0,1,0,0,25,452,0,477,171,2015
NY-503,Albany City & County CoC,597,104,49,NA,NA,NA,NA,NA,171,425,1,NA,NA,549,48,253,290,4,5,0,45,450,127,0,577,20,2015
NY-504,Cattaragus County CoC,41,13,11,NA,NA,NA,NA,NA,23,18,0,NA,NA,41,0,34,1,0,0,0,6,24,17,0,41,0,2015
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",922,186,133,NA,NA,NA,NA,NA,364,558,0,NA,NA,824,98,472,396,0,5,6,43,644,262,0,906,16,2015
NY-507,Schenectady City & County CoC,349,86,41,NA,NA,NA,NA,NA,151,198,0,NA,NA,317,32,159,149,2,3,0,36,282,40,0,322,27,2015
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",919,214,91,NA,NA,NA,NA,NA,390,528,1,NA,NA,815,104,424,441,5,18,2,29,424,418,16,858,61,2015
NY-510,Ithaca/Tompkins County CoC,88,21,24,NA,NA,NA,NA,NA,38,50,0,NA,NA,85,3,41,33,0,4,0,10,53,19,0,72,16,2015
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",302,11,81,NA,NA,NA,NA,NA,91,211,0,NA,NA,289,13,263,33,1,1,2,2,109,153,0,262,40,2015
NY-512,Troy/Rensselaer County CoC,189,44,34,NA,NA,NA,NA,NA,93,96,0,NA,NA,177,12,107,71,0,0,0,11,118,29,0,147,42,2015
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",187,4,38,NA,NA,NA,NA,NA,62,125,0,NA,NA,175,12,166,17,1,3,0,0,47,125,15,187,0,2015
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",29,5,4,NA,NA,NA,NA,NA,18,11,0,NA,NA,24,5,20,3,0,0,0,6,29,0,0,29,0,2015
NY-516,Clinton County CoC,143,35,41,NA,NA,NA,NA,NA,63,80,0,NA,NA,133,10,117,23,0,2,1,0,140,0,0,140,3,2015
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",140,33,29,NA,NA,NA,NA,NA,61,79,0,NA,NA,115,25,87,46,0,0,0,7,84,39,0,123,17,2015
NY-519,"Columbia, Greene Counties CoC",97,34,9,NA,NA,NA,NA,NA,50,47,0,NA,NA,80,17,60,9,0,0,0,28,91,4,0,95,2,2015
NY-520,"Franklin, Essex Counties CoC",28,8,7,NA,NA,NA,NA,NA,8,20,0,NA,NA,26,2,26,0,0,0,0,2,28,0,0,28,0,2015
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",86,6,12,NA,NA,NA,NA,NA,24,62,0,NA,NA,83,3,78,8,0,0,0,0,38,44,0,82,4,2015
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",282,40,34,NA,NA,NA,NA,NA,108,174,0,NA,NA,271,11,207,55,2,1,0,17,253,29,0,282,0,2015
NY-600,New York City CoC,75323,26860,7392,NA,NA,NA,NA,NA,35983,39206,134,NA,NA,49244,26079,15198,54359,842,721,1337,2866,67378,4624,138,72140,3183,2015
NY-601,Poughkeepsie/Dutchess County CoC,375,119,34,NA,NA,NA,NA,NA,168,207,0,NA,NA,332,43,173,163,0,4,0,35,169,191,0,360,15,2015
NY-602,"Newburgh, Middletown/Orange County CoC",495,129,50,NA,NA,NA,NA,NA,191,303,1,NA,NA,392,103,334,152,0,4,1,4,303,47,0,350,145,2015
NY-603,"Nassau, Suffolk Counties CoC",3861,1864,315,NA,NA,NA,NA,NA,1919,1941,1,NA,NA,3188,673,1716,1954,12,44,5,130,3207,549,0,3756,105,2015
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",1797,628,174,NA,NA,NA,NA,NA,839,957,1,NA,NA,1376,421,563,1192,7,5,6,24,820,950,0,1770,27,2015
NY-606,Rockland County CoC,117,17,18,NA,NA,NA,NA,NA,39,78,0,NA,NA,90,27,37,70,2,0,0,8,55,37,0,92,25,2015
NY-607,Sullivan County CoC,130,23,21,NA,NA,NA,NA,NA,57,73,0,NA,NA,106,24,96,18,0,0,0,16,128,0,0,128,2,2015
NY-608,Kingston/Ulster County CoC,343,96,35,NA,NA,NA,NA,NA,152,191,0,NA,NA,291,52,244,77,0,0,1,21,248,29,0,277,66,2015
OH-500,Cincinnati/Hamilton County CoC,1063,169,79,NA,NA,NA,NA,NA,317,743,3,NA,NA,1048,15,362,657,1,3,0,40,707,306,0,1013,50,2015
OH-501,Toledo/Lucas County CoC,564,103,66,NA,NA,NA,NA,NA,226,337,1,NA,NA,523,41,229,291,1,1,1,41,407,131,10,548,16,2015
OH-502,Cleveland/Cuyahoga County CoC,1943,268,112,NA,NA,NA,NA,NA,515,1423,5,NA,NA,1873,70,578,1336,5,2,0,22,1253,602,20,1875,68,2015
OH-503,Columbus/Franklin County CoC,1721,224,202,NA,NA,NA,NA,NA,679,1039,3,NA,NA,1661,60,560,1057,14,14,3,73,1386,137,0,1523,198,2015
OH-504,Youngstown/Mahoning County CoC,368,100,27,NA,NA,NA,NA,NA,166,201,1,NA,NA,353,15,151,193,3,0,1,20,206,88,0,294,74,2015
OH-505,"Dayton, Kettering/Montgomery County CoC",971,209,137,NA,NA,NA,NA,NA,386,585,0,NA,NA,954,17,394,519,2,2,0,54,662,261,0,923,48,2015
OH-506,"Akron, Barberton/Summit County CoC",760,183,78,NA,NA,NA,NA,NA,302,457,1,NA,NA,750,10,363,360,2,3,2,30,341,274,26,641,119,2015
OH-507,Ohio Balance of State CoC,3320,863,328,NA,NA,NA,NA,NA,1525,1793,2,NA,NA,3175,145,2621,497,7,32,11,152,1741,1103,10,2854,466,2015
OH-508,"Canton, Massillon, Alliance/Stark County CoC",472,122,53,NA,NA,NA,NA,NA,233,239,0,NA,NA,462,10,274,174,0,2,0,22,239,154,19,412,60,2015
OK-500,North Central Oklahoma CoC,194,58,40,NA,NA,NA,NA,NA,91,103,0,NA,NA,181,13,159,16,0,16,3,0,88,72,0,160,34,2015
OK-501,Tulsa City & County CoC,956,152,102,NA,NA,NA,NA,NA,358,594,4,NA,NA,902,54,552,239,1,114,2,48,585,215,25,825,131,2015
OK-502,Oklahoma City CoC,1300,152,112,NA,NA,NA,NA,NA,489,810,1,NA,NA,1208,92,806,326,5,97,6,60,908,192,0,1100,200,2015
OK-503,Oklahoma Balance of State CoC,237,44,73,NA,NA,NA,NA,NA,127,110,0,NA,NA,199,38,187,10,0,35,0,5,95,26,0,121,116,2015
OK-504,Norman/Cleveland County CoC,133,22,8,NA,NA,NA,NA,NA,54,79,0,NA,NA,128,5,120,8,1,1,0,3,89,28,0,117,16,2015
OK-505,Northeast Oklahoma CoC,343,100,29,NA,NA,NA,NA,NA,139,204,0,NA,NA,327,16,251,20,0,71,0,1,272,47,0,319,24,2015
OK-506,Southwest Oklahoma Regional CoC,161,27,24,NA,NA,NA,NA,NA,46,115,0,NA,NA,154,7,96,50,0,15,0,0,56,64,0,120,41,2015
OK-507,Southeastern Oklahoma Regional CoC,453,136,79,NA,NA,NA,NA,NA,231,222,0,NA,NA,429,24,287,63,0,62,0,41,216,21,0,237,216,2015
OR-500,"Eugene, Springfield/Lane County CoC",1473,150,139,NA,NA,NA,NA,NA,462,1006,5,NA,NA,1366,107,1265,35,7,43,6,117,656,101,0,757,716,2015
OR-501,"Portland, Gresham/Multnomah County CoC",3801,378,315,NA,NA,NA,NA,NA,1351,2430,20,NA,NA,3376,425,2664,573,38,214,56,256,872,1042,0,1914,1887,2015
OR-502,"Medford, Ashland/Jackson County CoC",729,72,53,NA,NA,NA,NA,NA,193,533,3,NA,NA,688,41,637,23,4,26,13,26,122,225,0,347,382,2015
OR-503,Central Oregon CoC,594,129,55,NA,NA,NA,NA,NA,223,371,0,NA,NA,539,55,539,6,3,34,1,11,138,51,0,189,405,2015
OR-505,Oregon Balance of State CoC,5544,1608,556,NA,NA,NA,NA,NA,2531,2994,19,NA,NA,4763,781,4700,147,64,232,76,325,1257,985,0,2242,3302,2015
OR-506,"Hillsboro, Beaverton/Washington County CoC",591,132,61,NA,NA,NA,NA,NA,234,356,1,NA,NA,507,84,480,40,8,13,6,44,71,116,9,196,395,2015
OR-507,Clackamas County CoC,494,76,49,NA,NA,NA,NA,NA,203,287,4,NA,NA,442,52,419,23,9,37,6,0,98,88,0,186,308,2015
PA-500,Philadelphia CoC,5998,1721,613,NA,NA,NA,NA,NA,2464,3516,18,NA,NA,5128,870,848,4987,33,45,12,73,3558,1661,109,5328,670,2015
PA-501,Harrisburg/Dauphin County CoC,402,128,29,NA,NA,NA,NA,NA,208,194,0,NA,NA,275,127,122,229,1,1,0,49,199,166,21,386,16,2015
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",436,78,36,NA,NA,NA,NA,NA,184,252,0,NA,NA,422,14,141,287,0,3,3,2,285,91,0,376,60,2015
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",174,44,29,NA,NA,NA,NA,NA,93,80,1,NA,NA,157,17,126,44,0,0,0,4,77,81,0,158,16,2015
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",429,161,25,NA,NA,NA,NA,NA,233,196,0,NA,NA,401,28,198,173,4,2,0,52,197,229,0,426,3,2015
PA-505,Chester County CoC,612,112,44,NA,NA,NA,NA,NA,210,402,0,NA,NA,550,62,319,288,0,1,0,4,250,347,0,597,15,2015
PA-506,Reading/Berks County CoC,561,107,51,NA,NA,NA,NA,NA,187,374,0,NA,NA,369,192,384,170,2,5,0,0,287,270,0,557,4,2015
PA-508,Scranton/Lackawanna County CoC,233,80,21,NA,NA,NA,NA,NA,94,139,0,NA,NA,196,37,168,41,0,0,0,24,68,151,4,223,10,2015
PA-509,Eastern Pennsylvania CoC,2410,751,300,NA,NA,NA,NA,NA,1180,1229,1,NA,NA,1927,483,1806,455,21,10,1,117,1029,965,0,1994,416,2015
PA-510,Lancaster City & County CoC,378,114,33,NA,NA,NA,NA,NA,205,173,0,NA,NA,300,78,242,111,3,3,3,16,150,218,0,368,10,2015
PA-511,"Bristol, Bensalem/Bucks County CoC",487,190,75,NA,NA,NA,NA,NA,297,190,0,NA,NA,432,55,284,138,3,4,3,55,140,309,0,449,38,2015
PA-512,York City & County CoC,345,124,26,NA,NA,NA,NA,NA,173,171,1,NA,NA,295,50,210,110,2,1,8,14,165,136,0,301,44,2015
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",1424,314,150,NA,NA,NA,NA,NA,626,795,3,NA,NA,1410,14,515,819,7,1,2,80,440,877,69,1386,38,2015
PA-601,Western Pennsylvania CoC,1002,272,92,NA,NA,NA,NA,NA,459,543,0,NA,NA,944,58,803,159,0,1,0,39,448,436,53,937,65,2015
PA-603,Beaver County CoC,120,42,14,NA,NA,NA,NA,NA,60,60,0,NA,NA,119,1,80,39,1,0,0,0,61,52,0,113,7,2015
PA-605,Erie City & County CoC,410,74,54,NA,NA,NA,NA,NA,171,239,0,NA,NA,376,34,240,152,0,0,0,18,222,166,6,394,16,2015
PR-502,Puerto Rico Balance of Commonwealth CoC,2422,200,138,NA,NA,NA,NA,NA,676,1739,7,NA,NA,122,2300,927,371,1,50,15,1058,183,663,22,868,1554,2015
PR-503,South-Southeast Puerto Rico CoC,2096,163,110,NA,NA,NA,NA,NA,561,1527,8,NA,NA,29,2067,967,346,0,0,2,781,216,296,41,553,1543,2015
RI-500,Rhode Island Statewide CoC,1111,252,89,NA,NA,NA,NA,NA,418,691,2,NA,NA,831,280,765,287,4,7,2,46,743,332,0,1075,36,2015
SC-500,Charleston/Low Country CoC,606,48,23,NA,NA,NA,NA,NA,163,443,0,NA,NA,593,13,244,286,0,6,0,70,221,220,0,441,165,2015
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",1961,348,59,NA,NA,NA,NA,NA,703,1258,0,NA,NA,1911,50,944,991,1,13,8,4,683,860,12,1555,406,2015
SC-502,Columbia/Midlands CoC,1468,182,71,NA,NA,NA,NA,NA,495,973,0,NA,NA,1444,24,440,1001,4,12,7,4,574,492,0,1066,402,2015
SC-503,"Myrtle Beach, Sumter City & County CoC",1319,204,148,NA,NA,NA,NA,NA,609,710,0,NA,NA,1268,51,625,648,6,12,4,24,161,235,0,396,923,2015
SD-500,South Dakota Statewide CoC,1036,266,139,NA,NA,NA,NA,NA,373,662,1,NA,NA,1020,16,403,87,3,524,3,16,642,258,0,900,136,2015
TN-500,Chattanooga/Southeast Tennessee CoC,636,135,39,NA,NA,NA,NA,NA,232,403,1,NA,NA,627,9,334,250,2,3,2,45,375,114,0,489,147,2015
TN-501,Memphis/Shelby County CoC,1525,348,164,NA,NA,NA,NA,NA,558,965,2,NA,NA,1520,5,371,1144,0,0,3,7,511,936,0,1447,78,2015
TN-502,Knoxville/Knox County CoC,783,60,51,NA,NA,NA,NA,NA,316,467,0,NA,NA,772,11,554,196,2,5,2,24,411,276,0,687,96,2015
TN-503,Central Tennessee CoC,268,44,26,NA,NA,NA,NA,NA,136,132,0,NA,NA,268,0,148,120,0,0,0,0,99,110,0,209,59,2015
TN-504,Nashville-Davidson County CoC,2154,259,216,NA,NA,NA,NA,NA,773,1381,0,NA,NA,2070,84,1088,1008,13,11,13,21,1116,560,8,1684,470,2015
TN-506,Upper Cumberland CoC,362,52,19,NA,NA,NA,NA,NA,171,191,0,NA,NA,350,12,301,59,0,0,0,2,91,85,0,176,186,2015
TN-507,Jackson/West Tennessee CoC,1563,346,123,NA,NA,NA,NA,NA,700,863,0,NA,NA,1548,15,935,534,1,41,1,51,91,53,7,151,1412,2015
TN-509,Appalachian Regional CoC,577,85,41,NA,NA,NA,NA,NA,188,388,1,NA,NA,552,25,504,68,4,1,0,0,322,103,0,425,152,2015
TN-510,Murfreesboro/Rutherford County CoC,289,35,60,NA,NA,NA,NA,NA,111,178,0,NA,NA,285,4,214,68,0,4,0,3,133,36,0,169,120,2015
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",966,261,97,NA,NA,NA,NA,NA,451,499,16,NA,NA,939,27,921,41,0,1,3,0,391,51,0,442,524,2015
TX-500,San Antonio/Bexar County CoC,2891,546,179,NA,NA,NA,NA,NA,1063,1822,6,NA,NA,1618,1273,2069,660,10,49,19,84,1063,629,41,1733,1158,2015
TX-503,Austin/Travis County CoC,1832,384,139,NA,NA,NA,NA,NA,641,1188,3,NA,NA,1295,537,1083,606,22,37,4,80,768,384,13,1165,667,2015
TX-600,"Dallas City & County, Irving CoC",3141,572,246,NA,NA,NA,NA,NA,1336,1784,21,NA,NA,2767,374,1096,1875,32,34,10,94,1775,980,23,2778,363,2015
TX-601,"Fort Worth, Arlington/Tarrant County CoC",1914,381,83,NA,NA,NA,NA,NA,730,1183,1,NA,NA,1649,265,864,923,26,13,8,80,1245,432,20,1697,217,2015
TX-603,El Paso City & County CoC,1107,342,62,NA,NA,NA,NA,NA,439,668,0,NA,NA,401,706,1000,76,4,7,11,9,523,462,20,1005,102,2015
TX-604,Waco/McLennan County CoC,255,66,20,NA,NA,NA,NA,NA,95,160,0,NA,NA,225,30,129,115,0,0,0,11,96,93,2,191,64,2015
TX-607,Texas Balance of State CoC,7016,1191,552,NA,NA,NA,NA,NA,2582,4415,19,NA,NA,4014,3002,5189,1432,28,191,23,153,2947,1143,0,4090,2926,2015
TX-611,Amarillo CoC,478,105,28,NA,NA,NA,NA,NA,189,289,0,NA,NA,363,115,352,93,3,5,2,23,398,74,0,472,6,2015
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",267,59,26,NA,NA,NA,NA,NA,113,154,0,NA,NA,251,16,171,76,0,2,0,18,227,20,0,247,20,2015
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",4609,831,370,NA,NA,NA,NA,NA,1769,2825,15,NA,NA,4076,533,1657,2683,20,85,27,137,1101,1558,0,2659,1950,2015
TX-701,"Bryan, College Station/Brazos Valley CoC",168,52,7,NA,NA,NA,NA,NA,81,87,0,NA,NA,91,77,103,64,0,1,0,0,101,54,0,155,13,2015
UT-500,Salt Lake City & County CoC,2176,508,121,NA,NA,NA,NA,NA,758,1412,6,NA,NA,1650,526,1641,242,31,90,69,103,1411,653,22,2086,90,2015
UT-503,Utah Balance of State CoC,646,189,55,NA,NA,NA,NA,NA,310,335,1,NA,NA,552,94,531,62,3,33,5,12,415,133,0,548,98,2015
UT-504,Provo/Mountainland CoC,203,67,23,NA,NA,NA,NA,NA,108,95,0,NA,NA,163,40,187,7,1,5,0,3,86,79,0,165,38,2015
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",818,88,47,NA,NA,NA,NA,NA,182,634,2,NA,NA,791,27,256,531,2,4,3,22,422,298,12,732,86,2015
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",735,164,46,NA,NA,NA,NA,NA,241,494,0,NA,NA,713,22,122,538,0,20,2,53,496,184,0,680,55,2015
VA-502,"Roanoke City & County, Salem CoC",390,80,45,NA,NA,NA,NA,NA,156,234,0,NA,NA,366,24,217,146,0,0,1,26,366,12,0,378,12,2015
VA-503,Virginia Beach CoC,419,126,22,NA,NA,NA,NA,NA,196,223,0,NA,NA,406,13,179,224,1,4,6,5,217,144,0,361,58,2015
VA-504,Charlottesville CoC,185,36,10,NA,NA,NA,NA,NA,79,106,0,NA,NA,182,3,81,94,0,0,0,10,113,47,0,160,25,2015
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",520,109,24,NA,NA,NA,NA,NA,200,320,0,NA,NA,491,29,163,313,2,8,0,34,328,100,22,450,70,2015
VA-507,Portsmouth CoC,174,42,55,NA,NA,NA,NA,NA,79,95,0,NA,NA,174,0,25,144,0,1,0,4,91,36,0,127,47,2015
VA-508,Lynchburg CoC,237,54,30,NA,NA,NA,NA,NA,98,138,1,NA,NA,231,6,101,119,5,1,1,10,172,55,0,227,10,2015
VA-513,"Harrisburg, Winchester/Western Virginia CoC",242,45,37,NA,NA,NA,NA,NA,99,143,0,NA,NA,222,20,186,34,2,1,0,19,230,0,0,230,12,2015
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",217,58,20,NA,NA,NA,NA,NA,96,121,0,NA,NA,202,15,111,87,1,4,0,14,154,25,0,179,38,2015
VA-521,Virginia Balance of State CoC,773,222,50,NA,NA,NA,NA,NA,360,411,2,NA,NA,738,35,427,286,10,5,0,45,542,92,0,634,139,2015
VA-600,Arlington County CoC,239,49,14,NA,NA,NA,NA,NA,90,149,0,NA,NA,201,38,69,153,7,2,0,8,184,10,6,200,39,2015
VA-601,Fairfax County CoC,1204,431,105,NA,NA,NA,NA,NA,539,663,2,NA,NA,1056,148,450,626,70,6,2,50,706,430,0,1136,68,2015
VA-602,Loudoun County CoC,172,55,19,NA,NA,NA,NA,NA,87,85,0,NA,NA,141,31,96,55,4,2,0,15,58,75,0,133,39,2015
VA-603,Alexandria CoC,267,71,18,NA,NA,NA,NA,NA,115,152,0,NA,NA,239,28,96,170,0,0,0,1,179,56,9,244,23,2015
VA-604,Prince William County CoC,409,139,34,NA,NA,NA,NA,NA,186,223,0,NA,NA,364,45,124,241,6,4,2,32,195,124,0,319,90,2015
VI-500,Virgin Islands CoC,337,19,14,NA,NA,NA,NA,NA,82,255,0,NA,NA,308,29,42,260,2,8,0,25,53,32,0,85,252,2015
VT-500,Vermont Balance of State CoC,1052,280,127,NA,NA,NA,NA,NA,484,568,0,NA,NA,1017,35,973,72,0,4,3,0,756,224,4,984,68,2015
VT-501,Burlington/Chittenden County CoC,471,76,53,NA,NA,NA,NA,NA,184,285,2,NA,NA,459,12,390,62,3,1,0,15,326,63,0,389,82,2015
WA-500,Seattle/King County CoC,10122,1789,1014,NA,NA,NA,NA,NA,3418,6670,34,NA,NA,8803,1319,4658,3340,291,489,239,1105,3282,2993,44,6319,3803,2015
WA-501,Washington Balance of State CoC,5489,1416,541,NA,NA,NA,NA,NA,2445,3038,6,NA,NA,4415,1074,4668,226,42,247,73,233,1573,1589,0,3162,2327,2015
WA-502,Spokane City & County CoC,1034,251,77,NA,NA,NA,NA,NA,440,592,2,NA,NA,957,77,830,69,10,57,12,56,579,323,0,902,132,2015
WA-503,"Tacoma, Lakewood/Pierce County CoC",1283,319,122,NA,NA,NA,NA,NA,538,722,23,NA,NA,1114,169,616,322,14,36,73,222,586,356,0,942,341,2015
WA-504,Everett/Snohomish County CoC,829,166,89,NA,NA,NA,NA,NA,311,518,0,NA,NA,783,46,645,86,11,25,20,42,378,139,0,517,312,2015
WA-508,Vancouver/Clark County CoC,662,221,38,NA,NA,NA,NA,NA,305,356,1,NA,NA,609,53,443,52,1,17,74,75,226,230,0,456,206,2015
WI-500,Wisconsin Balance of State CoC,3597,1338,332,NA,NA,NA,NA,NA,1789,1807,1,NA,NA,3259,338,2433,658,44,202,6,254,1920,1463,7,3390,207,2015
WI-501,Milwaukee City & County CoC,1521,411,153,NA,NA,NA,NA,NA,583,935,3,NA,NA,1394,127,446,994,7,10,38,26,717,632,40,1389,132,2015
WI-502,Racine City & County CoC,168,39,13,NA,NA,NA,NA,NA,78,90,0,NA,NA,159,9,87,77,0,2,0,2,82,75,0,157,11,2015
WI-503,Madison/Dane County CoC,771,199,52,NA,NA,NA,NA,NA,298,472,1,NA,NA,732,39,310,424,4,10,0,23,393,273,13,679,92,2015
WV-500,"Wheeling, Weirton Area CoC",114,21,13,NA,NA,NA,NA,NA,34,79,1,NA,NA,114,0,105,3,0,0,0,6,68,27,0,95,19,2015
WV-501,"Huntington/Cabell, Wayne Counties CoC",227,66,17,NA,NA,NA,NA,NA,98,129,0,NA,NA,223,4,176,49,0,0,0,2,129,63,13,205,22,2015
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",385,45,50,NA,NA,NA,NA,NA,115,270,0,NA,NA,380,5,301,74,0,0,0,10,226,115,0,341,44,2015
WV-508,West Virginia Balance of State CoC,1109,136,91,NA,NA,NA,NA,NA,379,730,0,NA,NA,1079,30,913,163,1,9,3,20,597,165,0,762,347,2015
WY-500,Wyoming Statewide CoC,798,187,59,NA,NA,NA,NA,NA,295,503,0,NA,NA,669,129,628,30,0,97,1,42,231,276,0,507,291,2015
NA,Total,564708,127787,52973,NA,NA,NA,NA,NA,224344,339075,1289,NA,NA,452140,112568,273746,227937,6074,15136,8827,32988,259297,130282,1861,391440,173268,2015
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
"a MO-604 covers territory in both Missouri and Kansas. The record described in this file represents the CoC's total territory, the sum of the point-in-time estimates the CoC separately reported for the portions of its territory in MO and in KS. However, in the companion file, Point-in-Time Estimates by State, MO-604's data have been split up between MO and KS.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
AK-500,Anchorage CoC,1023,188,146,NA,NA,NA,NA,NA,413,609,1,NA,NA,978,45,365,108,5,416,35,94,665,305,0,970,53,2014
AK-501,Alaska Balance of State CoC,761,209,56,NA,NA,NA,NA,NA,386,375,0,NA,NA,742,19,288,34,9,365,15,50,474,195,0,669,92,2014
AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1329,262,76,NA,NA,NA,NA,NA,359,966,4,NA,NA,1303,26,495,807,4,12,0,11,387,497,31,915,414,2014
AL-501,Mobile City & County/Baldwin County CoC,598,126,44,NA,NA,NA,NA,NA,228,370,0,NA,NA,586,12,227,359,2,6,1,3,287,174,0,461,137,2014
AL-502,Florence/Northwest Alabama CoC,209,50,6,NA,NA,NA,NA,NA,108,101,0,NA,NA,200,9,169,36,0,0,0,4,38,151,0,189,20,2014
AL-503,Huntsville/North Alabama CoC,536,93,32,NA,NA,NA,NA,NA,199,337,0,NA,NA,517,19,337,171,3,1,0,24,413,86,0,499,37,2014
AL-504,Montgomery City & County CoC,490,78,24,NA,NA,NA,NA,NA,198,292,0,NA,NA,486,4,117,358,0,0,1,14,120,289,0,409,81,2014
AL-505,Gadsden/Northeast Alabama CoC,438,18,41,NA,NA,NA,NA,NA,136,232,0,NA,NA,368,0,255,113,0,0,0,0,354,14,0,368,70,2014
AL-506,Tuscaloosa City & County CoC,245,49,28,NA,NA,NA,NA,NA,86,159,0,NA,NA,233,12,90,155,0,0,0,0,11,122,0,133,112,2014
AL-507,Alabama Balance of State CoC,716,96,115,NA,NA,NA,NA,NA,367,349,0,NA,NA,675,41,292,346,8,1,0,69,241,303,0,544,172,2014
AR-500,Little Rock/Central Arkansas CoC,1074,68,163,NA,NA,NA,NA,NA,219,352,0,NA,NA,345,226,207,334,3,2,1,24,342,229,0,571,503,2014
AR-501,Fayetteville/Northwest Arkansas CoC,551,121,56,NA,NA,NA,NA,NA,174,155,0,NA,NA,309,20,281,44,1,0,0,3,156,173,0,329,222,2014
AR-503,Arkansas  Balance of State  CoC,1056,128,85,NA,NA,NA,NA,NA,624,432,0,NA,NA,767,289,770,278,5,0,0,3,370,50,0,420,636,2014
AR-505,Southeast Arkansas CoC,70,24,3,NA,NA,NA,NA,NA,38,32,0,NA,NA,69,1,22,47,1,0,0,0,58,12,0,70,0,2014
AR-508,Fort Smith CoC,185,14,8,NA,NA,NA,NA,NA,58,127,0,NA,NA,179,6,165,11,1,4,1,3,95,18,0,113,72,2014
AZ-500,Arizona Balance of State CoC,2398,408,224,NA,NA,NA,NA,NA,751,596,2,NA,NA,1034,315,918,78,3,255,2,93,1019,330,0,1349,1049,2014
AZ-501,Tucson/Pima County CoC,2179,445,199,NA,NA,NA,NA,NA,797,1377,5,NA,NA,1523,656,1616,299,5,148,16,95,714,983,15,1712,467,2014
AZ-502,"Phoenix, Mesa/Maricopa County CoC",5918,1826,601,NA,NA,NA,NA,NA,2352,3558,8,NA,NA,4427,1491,3522,1446,25,363,49,513,2558,2282,25,4865,1053,2014
CA-500,San Jose/Santa Clara City & County CoC,7567,710,1037,NA,NA,NA,NA,NA,758,1132,3,NA,NA,968,925,1204,279,111,79,27,193,819,1065,9,1893,5674,2014
CA-501,San Francisco CoC,6408,475,1724,NA,NA,NA,NA,NA,861,1217,15,NA,NA,1623,470,941,853,108,30,15,146,1522,517,54,2093,4315,2014
CA-502,"Oakland, Berkeley/Alameda County CoC",4272,632,492,NA,NA,NA,NA,NA,959,975,1,NA,NA,1554,381,538,1047,33,49,29,239,895,1040,0,1935,2337,2014
